country,admin_name,indicator,prev,ci_l,ci_u,n_units,prov_avg,prov_min,prov_max,pos_worse
Nigeria,Kwara,IMR,15.391029984978,5.17872502581827,44.8341353392465,37,53.8400761429915,15.391029984978,92.43625761748,0
Nigeria,Imo,NMR,66.656769532265,36.2841540709901,119.306123459859,37,35.818396515148,11.0718919087722,66.656769532265,1
Nigeria,Kano,NMR,63.7022578260585,48.5984703612623,83.090156889151,37,35.818396515148,11.0718919087722,66.656769532265,0.946846843376736
Nigeria,Ogun,NMR,58.5384472416897,38.0640274675438,89.0069109550555,37,35.818396515148,11.0718919087722,66.656769532265,0.85394728498702
Nigeria,Kogi,NMR,58.3948202461444,37.2971988300395,90.3070815996537,37,35.818396515148,11.0718919087722,66.656769532265,0.851363362854132
Nigeria,Plateau,NMR,56.8514019924521,41.506431903622,77.4112479515198,37,35.818396515148,11.0718919087722,66.656769532265,0.82359648956628
Nigeria,Kaduna,NMR,52.6351763154296,42.2933792885193,65.333290389177,37,35.818396515148,11.0718919087722,66.656769532265,0.747744461869442
Nigeria,Jigawa,NMR,51.7136007796099,39.2175936141346,67.9098151034402,37,35.818396515148,11.0718919087722,66.656769532265,0.73116485289626
Nigeria,Zamfara,NMR,50.7450981972011,29.7260144171309,85.3197371647794,37,35.818396515148,11.0718919087722,66.656769532265,0.71374100267266
Nigeria,Adamawa,NMR,49.0648682175577,33.8621520086708,70.5942584140394,37,35.818396515148,11.0718919087722,66.656769532265,0.683512817391324
Nigeria,Kebbi,NMR,46.9294140410047,32.2764247672344,67.768780775056,37,35.818396515148,11.0718919087722,66.656769532265,0.645094919073411
Nigeria,Bauchi,NMR,45.3212298135333,25.0951269313515,80.5029895212214,37,35.818396515148,11.0718919087722,66.656769532265,0.616162873232371
Nigeria,Katsina,NMR,42.7205528976699,25.5878506703191,70.4947824912965,37,35.818396515148,11.0718919087722,66.656769532265,0.569375383054212
Nigeria,Akwa Ibom,NMR,42.2453655977728,21.5304290373854,81.2359485539573,37,35.818396515148,11.0718919087722,66.656769532265,0.560826523720279
Nigeria,Borno,NMR,42.1280235302275,29.4073637613773,60.0110050995599,37,35.818396515148,11.0718919087722,66.656769532265,0.558715480707104
Nigeria,Taraba,NMR,42.0059175450323,22.0655715082447,78.5192463648333,37,35.818396515148,11.0718919087722,66.656769532265,0.556518732411241
Nigeria,Nasarawa,NMR,41.3237845759597,27.4922749202264,61.6727058472751,37,35.818396515148,11.0718919087722,66.656769532265,0.544246816051308
Nigeria,Gombe,NMR,37.4202672716798,22.5287629247391,61.5353804082927,37,35.818396515148,11.0718919087722,66.656769532265,0.474020569792018
Nigeria,Yobe,NMR,37.1799678426667,25.6376044746387,53.6328075929353,37,35.818396515148,11.0718919087722,66.656769532265,0.469697461794177
Nigeria,Rivers,NMR,34.6472218412909,20.2690252557458,58.6146457268855,37,35.818396515148,11.0718919087722,66.656769532265,0.424132083049774
Nigeria,Lagos,NMR,33.0487818100233,19.1853409589067,56.3544363965592,37,35.818396515148,11.0718919087722,66.656769532265,0.395375340215964
Nigeria,Ekiti,NMR,31.0736704772089,13.4487946688536,70.1537677897395,37,35.818396515148,11.0718919087722,66.656769532265,0.359842090575782
Nigeria,Oyo,NMR,30.8699379782398,15.5348299929934,60.4140234711361,37,35.818396515148,11.0718919087722,66.656769532265,0.35617684010336
Nigeria,Anambra,NMR,28.4690906144419,14.9205538224071,53.6502711043248,37,35.818396515148,11.0718919087722,66.656769532265,0.31298438441316
Nigeria,Sokoto,NMR,28.3970263086474,17.6861531055301,45.2953859104847,37,35.818396515148,11.0718919087722,66.656769532265,0.31168791118383
Nigeria,Niger,NMR,28.172631263478,14.3948979678994,54.4094157076422,37,35.818396515148,11.0718919087722,66.656769532265,0.307650931077668
Nigeria,Osun,NMR,27.70241278322,11.2812665562809,66.4206205755042,37,35.818396515148,11.0718919087722,66.656769532265,0.299191463316617
Nigeria,Bayelsa,NMR,26.4777851156885,14.8085333759255,46.9047136382221,37,35.818396515148,11.0718919087722,66.656769532265,0.277159793555164
Nigeria,Abia,NMR,24.5363921648958,11.2311798285732,52.7627491747443,37,35.818396515148,11.0718919087722,66.656769532265,0.242233154623928
Nigeria,Enugu,NMR,20.2092801880556,10.4311446713026,38.7940865558172,37,35.818396515148,11.0718919087722,66.656769532265,0.164386226433312
Nigeria,Cross River,NMR,19.393920483692,6.25558195045595,58.5017122362547,37,35.818396515148,11.0718919087722,66.656769532265,0.149717493871078
Nigeria,Ebonyi,NMR,18.7766568994345,8.98927490770731,38.8031368698904,37,35.818396515148,11.0718919087722,66.656769532265,0.138612610481055
Nigeria,Benue,NMR,17.5974044064656,6.8206790985496,44.636184741118,37,35.818396515148,11.0718919087722,66.656769532265,0.117397263009093
Nigeria,FCT Abuja,NMR,16.8411737111343,8.14087266612894,34.51607666531,37,35.818396515148,11.0718919087722,66.656769532265,0.103792291159489
Nigeria,Delta,NMR,16.2296127779909,6.91041059428054,37.6401126394452,37,35.818396515148,11.0718919087722,66.656769532265,0.0927900013409195
Nigeria,Kwara,NMR,13.9643214682777,4.27279725099479,44.652312927999,37,35.818396515148,11.0718919087722,66.656769532265,0.0520362674736387
Nigeria,Edo,NMR,12.2244953955645,5.08610638808244,29.0887440163037,37,35.818396515148,11.0718919087722,66.656769532265,0.0207359184021155
Nigeria,Ondo,NMR,11.0718919087722,2.88198755871859,41.5653277156302,37,35.818396515148,11.0718919087722,66.656769532265,0
Nigeria,Jigawa,U5MR,162.709436961501,134.653459904077,195.29181983153,37,88.5992652225528,17.9290148221818,162.709436961501,1
Nigeria,Kebbi,U5MR,162.322214223346,114.915797080362,224.328563024396,37,88.5992652225528,17.9290148221818,162.709436961501,0.997325448203334
Nigeria,Kaduna,U5MR,156.40019452944,135.567025349894,179.769091953094,37,88.5992652225528,17.9290148221818,162.709436961501,0.956421991738706
Nigeria,Kano,U5MR,151.828400536554,128.517283025186,178.501746214511,37,88.5992652225528,17.9290148221818,162.709436961501,0.924844559339135
Nigeria,Adamawa,U5MR,149.477846145585,116.748451392226,189.414956014793,37,88.5992652225528,17.9290148221818,162.709436961501,0.908609253789973
Nigeria,Gombe,U5MR,145.284762323958,116.692386218629,179.459589140985,37,88.5992652225528,17.9290148221818,162.709436961501,0.879647576792014
